LocationGeoid,PeerGeoid1,PeerGeoid2,PeerGeoid3,PeerGeoid4,PeerGeoid5,PeerGeoid6,PeerGeoid7,PeerGeoid8,PeerGeoid9,PeerGeoid10,PeerGeoid11,PeerGeoid12,PeerGeoid13,PeerGeoid14,PeerGeoid15,PeerGeoid16
16000US0862000,16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000
16000US4740000,16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000
16000US1871000,16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000
16000US4876000,16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000
16000US1822000,16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175
16000US4857200,16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860
16000US0633182,16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000
16000US2567000,16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052
16000US2829700,16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000
16000US2270000,16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000
16000US1245000,16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000
16000US2836000,16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000
16000US3901000,16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000
16000US4810768,16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876
16000US1303440,16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000
16000US3673000,16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000
16000US4224000,16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624
16000US3977000,16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000
16000US0107000,16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000
16000US3611000,16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000
16000US1225175,16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000
16000US1805860,16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000
16000US2970000,16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000
16000US1301052,16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008
16000US0937000,16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550
16000US3663000,16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US0937000
16000US3474000,16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3663000,16000US0937000
16000US3451000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3474000,16000US3663000,16000US0937000
16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US3921000,16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1851876,16000US1571550,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US3912000,16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US4263624,16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US1827000,16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US4263624,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US3916000,16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US1851876,16000US1827000,16000US4263624,16000US3912000,16000US3921000,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US2622000,16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US3916000,16000US1827000,16000US4263624,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US2629000,16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US2622000,16000US3916000,16000US1827000,16000US4263624,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US3988000,16000US3410000,16000US1349008,16000US1571550,16000US2622000,16000US2629000,16000US3916000,16000US3451000,16000US3474000,16000US3663000,16000US0937000,16000US1230000,16000US1851876,16000US3921000,16000US3912000,16000US4263624,16000US1827000
16000US3410000,16000US1349008,16000US1571550,16000US3988000,16000US2629000,16000US2622000,16000US3916000,16000US1827000,16000US4263624,16000US3921000,16000US3912000,16000US1230000,16000US3474000,16000US0937000,16000US3663000,16000US3451000,16000US1851876
16000US1349008,16000US1571550,16000US3410000,16000US3988000,16000US2629000,16000US2622000,16000US3916000,16000US1827000,16000US4263624,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
16000US1571550,16000US1349008,16000US3410000,16000US3988000,16000US2629000,16000US2622000,16000US3916000,16000US1827000,16000US4263624,16000US3912000,16000US3921000,16000US1851876,16000US1230000,16000US3451000,16000US3474000,16000US3663000,16000US0937000
